,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,NOC_advantage,Height_div_avg,Weight_div_avg,Age_div_avg
119706,60602,Silas Kiplagat,M,22.0,170.0,56.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.14,-15.51,-29.64,-3.67
119714,60610,Asbel Kipruto Kiprop,M,19.0,190.0,63.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Gold,1,0,0.09,4.86,-22.37,-6.54
119715,60610,Asbel Kipruto Kiprop,M,23.0,190.0,63.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,1,0.14,4.49,-22.64,-2.67
119716,60610,Asbel Kipruto Kiprop,M,27.0,190.0,63.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",,0,1,0.0,4.9,-21.18,1.18
119745,60629,Timothy Kiptanui Too,M,24.0,156.0,58.0,Kenya,KEN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,0.13,-28.98,-27.03,-1.69
119842,60673,Hannes Kirchler,M,29.0,194.0,115.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,0.0,8.86,29.63,3.46
119938,60720,John Christopher Kirkbride,M,25.0,174.0,62.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,0.1,-7.69,-16.52,0.42
120038,60777,Magnus Kirt,M,26.0,192.0,90.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,6.9,5.82,0.18
120041,60780,David Kipkorir Kirui,M,25.0,175.0,71.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.14,-9.79,-13.27,-0.77
120101,60790,Yoshihide Kiryu,M,20.0,175.0,68.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,1,0.0,-10.1,-16.18,-5.82
120166,60821,Vladimir Ivanovich Kishkun,M,24.0,187.0,76.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,0.31,4.16,-5.39,-0.39
120169,60823,Alphas Leken Kishoyian,M,21.0,167.0,59.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,0,0,0.0,-18.1,-25.18,-4.82
120178,60829,Andrey Kislykh,M,19.0,188.0,78.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.1,3.6,-4.43,-6.59
120179,60829,Andrey Kislykh,M,23.0,188.0,78.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.08,3.21,-6.27,-2.77
120196,60837,Dniel Kiss,M,26.0,196.0,95.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,10.86,9.63,0.46
120197,60837,Dniel Kiss,M,30.0,196.0,95.0,Hungary,HUN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,10.49,9.36,4.33
120256,60863,Szilrd Kiss,M,24.0,198.0,106.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,,0,0,0.04,13.21,21.73,-1.77
120358,60917,"George Washington Kitchens, Jr.",M,29.0,178.0,73.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,0.23,-7.51,-12.64,3.33
120403,60940,David Kitur,M,21.0,183.0,73.0,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.15,1.38,-4.12,-3.03
120405,60940,David Kitur,M,29.0,183.0,73.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.18,-0.59,-7.31,3.95
120407,60941,Samson Kitur,M,26.0,186.0,77.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,Bronze,1,0,0.18,2.41,-3.31,0.95
120409,60941,Samson Kitur,M,30.0,186.0,77.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,1,0.19,1.6,-5.43,4.41
120582,61020,Rudolf Klaban,M,22.0,170.0,60.0,Austria,AUT,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-11.24,-18.02,-2.04
120584,61020,Rudolf Klaban,M,30.0,170.0,60.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-11.58,-18.08,5.48
120599,61029,Tira Klai-Angtong,M,21.0,165.0,56.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-16.33,-22.04,-3.57
120645,61053,Marcel Klarenbeek,M,20.0,182.0,76.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,0.0,-0.53,-2.56,-4.27
120697,61072,Max Klau,M,25.0,185.0,85.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.32,3.31,6.48,0.42
120866,61141,Wolfgang Klein,M,23.0,181.0,78.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.1,-0.33,-0.04,-1.57
120916,61166,Saulius Kleiza,M,32.0,196.0,125.0,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,0.21,11.6,42.57,6.41
120917,61166,Saulius Kleiza,M,36.0,196.0,125.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,,0,0,0.29,11.21,40.73,10.23
121050,61225,Ferenc Klics (Klitsch-),M,36.0,178.0,99.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.05,-3.24,20.98,11.96
121097,61244,Andrzej Klimaszewski,M,20.0,184.0,75.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,0.1,1.47,-3.56,-4.27
121100,61247,Piotr Arkadiusz Klimczak,M,24.0,182.0,72.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.11,-2.98,-13.03,-1.69
121103,61248,Mariusz Klimczyk,M,23.0,186.0,77.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,,0,0,0.1,3.47,-1.56,-1.27
121387,61366,Abdel Kader Klouchi,M,23.0,177.0,70.0,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.21,-6.59,-10.31,-2.05
121391,61369,Ireneusz Kluczek,M,24.0,177.0,68.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.1,-4.33,-10.04,-0.57
121440,61397,Oleksandr Klymenko,M,22.0,195.0,115.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,0.0,11.41,34.69,-3.05
121441,61397,Oleksandr Klymenko,M,26.0,195.0,115.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,0.07,10.6,32.57,0.41
121448,61403,Sergey Petrovich Klyugin,M,26.0,192.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,Gold,1,0,0.08,7.21,-2.27,0.23
121606,61486,Manfred Knickenberg,M,27.0,176.0,70.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.1,-5.33,-8.04,2.43
121617,61492,Anthony McConnor Knight,M,21.0,181.0,77.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.13,-2.59,-3.31,-4.05
121661,61513,Hansredi Knill,M,24.0,178.0,71.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,0.02,-3.33,-7.04,-0.57
121662,61513,Hansredi Knill,M,28.0,178.0,71.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.03,-3.58,-7.08,3.48
121715,61536,Gary James Knoke,M,26.0,190.0,80.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.05,8.42,1.92,1.48
121771,61571,George Derrick Knowles,M,22.0,188.0,75.0,Bahamas,BAH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,5.58,-4.18,-2.82
121905,61632,Mykhailo Mykolaiovych Knysh,M,24.0,179.0,79.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,0.11,-6.14,-6.37,-1.54
122004,61685,Grard Koban,M,24.0,179.0,74.0,Burkina Faso,BUR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.51,-11.64,-1.67
122152,61750,"Cornelis ""Cees"" Koch",M,24.0,191.0,110.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.0,9.76,31.98,-0.04
122153,61750,"Cornelis ""Cees"" Koch",M,28.0,191.0,110.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,0.0,9.67,31.96,3.43
122354,61840,Jen Kczin,M,29.0,176.0,108.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,0.03,-8.4,25.57,3.41
122419,61872,Benjamin Koech,M,23.0,170.0,60.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.18,-13.59,-20.31,-2.05
122463,61904,Marko Ewout Koers,M,23.0,193.0,80.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,8.6,-2.43,-2.59
122464,61904,Marko Ewout Koers,M,27.0,193.0,80.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,8.21,-4.27,1.23
122480,61913,Hua Wilfried Serge Koffi,M,28.0,186.0,88.0,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,0.0,0.9,3.82,2.18
122774,62055,Shigeyuki Kojima,M,20.0,173.0,64.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-11.79,-20.27,-5.77
122811,62078,Andriy Kokhanovsky,M,28.0,193.0,125.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,0.07,8.6,42.57,2.41
122862,62104,Manfred Kokot,M,24.0,176.0,80.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,0.32,-5.69,1.48,-0.58
122887,62118,Karel Kol,M,24.0,182.0,73.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,0.15,-0.53,-5.56,-0.27
122906,62127,Adam Kolasa,M,29.0,195.0,93.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,0,0,0.11,10.02,7.97,3.31
122908,62129,Marian Kolasa,M,29.0,196.0,90.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,,0,0,0.11,13.58,10.82,4.18
122909,62130,Asmir Kolainac,M,23.0,187.0,140.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,0.0,1.86,54.63,-2.54
122910,62130,Asmir Kolainac,M,27.0,187.0,140.0,Serbia,SRB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,0.0,1.49,54.36,1.33
122911,62130,Asmir Kolainac,M,31.0,187.0,140.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,0,0.0,1.9,55.82,5.18
123066,62194,Nikolay Denev Kolev,M,23.0,200.0,115.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,0.0,16.41,34.69,-2.05
123310,62308,Wadysaw Komar,M,24.0,196.0,125.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,0.1,14.67,46.96,-0.57
123311,62308,Wadysaw Komar,M,28.0,196.0,125.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,,0,0,0.11,14.42,46.92,3.48
123312,62308,Wadysaw Komar,M,32.0,196.0,125.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,Gold,1,0,0.12,14.31,46.48,7.42
123365,62339,Vaso Komneni,M,25.0,191.0,83.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.0,8.47,4.44,0.73
123392,62353,Viktor Kompaniyets,M,23.0,181.0,103.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.22,-0.24,24.98,-1.04
123393,62353,Viktor Kompaniyets,M,27.0,181.0,103.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,0.24,-0.33,24.96,2.43
123507,62411,Gaoussou Kon,M,20.0,177.0,68.0,Cote d'Ivoire,CIV,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.04,-4.33,-10.04,-4.57
123508,62411,Gaoussou Kon,M,24.0,177.0,68.0,Cote d'Ivoire,CIV,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,0.05,-4.58,-10.08,-0.52
123757,62518,Mikul Konopka,M,21.0,193.0,110.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,,0,0,0.0,8.21,25.73,-4.77
123758,62518,Mikul Konopka,M,25.0,193.0,110.0,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,0.0,8.02,24.97,-0.69
123781,62530,Yury Semyonovich Konovalov,M,30.0,183.0,77.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,1,0.22,1.76,-1.02,5.96
123874,62573,Aleksandr Kontarev,M,26.0,180.0,77.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.24,-1.33,-1.04,1.43
124127,62695,Fritz Kppen,M,25.0,178.0,70.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,0,0.09,-3.24,-8.02,0.96
124132,62698,"Rudolf ""Rudi"" Kppen",M,21.0,185.0,80.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,0.1,3.67,1.96,-3.57
124216,62740,Oleksandr Mykolaiovych Korchmid,M,22.0,188.0,81.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,0,0,0.1,3.02,-4.03,-3.69
124217,62740,Oleksandr Mykolaiovych Korchmid,M,26.0,188.0,81.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,0,0,0.11,2.86,-4.37,0.46
124317,62796,Seppo Tapio Aleksanteri Korjus,M,27.0,196.0,102.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Gold,1,0,0.1,13.58,23.32,2.18
124355,62815,Aleksandr Olegovich Kornelyuk,M,22.0,165.0,64.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,1,0.27,-16.69,-14.52,-2.58
124512,62880,Ilya Yevgenyevich Korotkov,M,24.0,192.0,101.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,0.05,6.86,15.63,-1.54
124513,62880,Ilya Yevgenyevich Korotkov,M,28.0,192.0,101.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,6.49,15.36,2.33
124677,62948,Gusman Sittykovich Kosanov,M,25.0,175.0,68.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,0.22,-6.24,-10.02,0.96
124679,62948,Gusman Sittykovich Kosanov,M,29.0,175.0,68.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,1,0.24,-6.33,-10.04,4.43
124718,62970,Alexander Kosenkow,M,27.0,178.0,71.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.14,-6.98,-14.03,1.31
124756,62989,Kazunori Koshikawa,M,20.0,173.0,65.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.0,-9.84,-16.39,-4.39
124912,63059,Dmitry Alekseyevich Kosov,M,23.0,187.0,80.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.0,3.41,-0.31,-2.05
124934,63072,Galin Kostadinov,M,24.0,194.0,113.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,0.0,9.02,27.97,-1.69
125170,63163,Dmytro Volodymyrovych Kosynskiy,M,27.0,198.0,105.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,12.9,20.82,1.18
125182,63169,Dietmar Koszewski,M,24.0,193.0,89.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.11,9.41,8.69,-1.05
125210,63179,Sergey Vladimirovich Kot,M,36.0,197.0,130.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,0.0,12.6,47.57,10.41
125235,63194,Jarosaw Kotewicz,M,27.0,195.0,73.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,0,0,0.08,10.6,-9.43,1.41
125419,63279,"Konstantinos ""Kostas"" Koukodimos",M,22.0,186.0,80.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.0,2.41,-0.31,-3.05
125420,63279,"Konstantinos ""Kostas"" Koukodimos",M,26.0,186.0,80.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,0.0,1.6,-2.43,0.41
125421,63279,"Konstantinos ""Kostas"" Koukodimos",M,30.0,186.0,80.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.0,1.21,-4.27,4.23
125424,63282,Toluta'u Koula,M,22.0,178.0,79.0,Tonga,TGA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.0,-5.59,-1.31,-3.05
125425,63282,Toluta'u Koula,M,26.0,178.0,79.0,Tonga,TGA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.4,-3.43,0.41
125426,63282,Toluta'u Koula,M,30.0,178.0,79.0,Tonga,TGA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.79,-5.27,4.23
125436,63290,Antonios Kounadis,M,23.0,188.0,105.0,Greece,GRE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.0,6.76,26.98,-1.04
125464,63305,Ioannis Kousoulas,M,18.0,184.0,74.0,Greece,GRE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,0.0,2.42,-4.08,-6.52
125465,63305,Ioannis Kousoulas,M,22.0,184.0,74.0,Greece,GRE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.0,2.31,-4.52,-2.58
125512,63328,Dimitrios Koutsoukis,M,21.0,193.0,120.0,Greece,GRE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,0.0,11.38,42.88,-3.03
125526,63338,Igor Kov,M,23.0,183.0,78.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-0.59,-2.31,-2.05
125527,63338,Igor Kov,M,27.0,183.0,78.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-1.4,-4.43,1.41
125585,63371,Attila Kovcs,M,28.0,180.0,72.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.02,-2.42,-7.18,3.18
125588,63372,Balzs Kovcs,M,23.0,185.0,80.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.04,0.21,-4.27,-2.77
125630,63392,"Joseph Mathias ""Joe"" Kovacs",M,27.0,183.0,134.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Silver,1,0,0.0,-2.1,49.82,1.18
125656,63401,Lajos Kovcs,M,24.0,182.0,63.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.05,0.76,-15.02,-0.04
125726,63428,Zoltn Kvg,M,21.0,204.0,132.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,0.04,19.21,47.73,-4.77
125727,63428,Zoltn Kvg,M,25.0,204.0,132.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Silver,1,0,0.0,19.02,46.97,-0.69
125728,63428,Zoltn Kvg,M,29.0,204.0,132.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,1,0.0,18.86,46.63,3.46
125729,63428,Zoltn Kvg,M,37.0,204.0,132.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,0,1,0.0,18.9,47.82,11.18
125784,63456,Ainrs Kovals,M,26.0,192.0,110.0,Latvia,LAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,Silver,1,0,0.0,6.86,24.63,0.46
125785,63456,Ainrs Kovals,M,30.0,192.0,110.0,Latvia,LAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,1,0.0,6.49,24.36,4.33
125863,63493,Dmytro Kovtsun,M,36.0,191.0,120.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,0.0,7.41,39.69,10.95
125877,63502,Yoann Kowal,M,25.0,172.0,58.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.2,-13.51,-27.64,-0.67
125940,63522,Jerzy Wadysaw Kowalski,M,23.0,175.0,70.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,0.09,-6.24,-8.02,-1.04
126008,63549,Wadysaw Kozakiewicz,M,22.0,187.0,82.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,0.12,4.16,0.61,-2.39
126009,63549,Wadysaw Kozakiewicz,M,26.0,187.0,82.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,Gold,1,0,0.1,4.47,3.44,1.73
126110,63594,Vladimir Vladimirovich Kozlov,M,23.0,183.0,87.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-2.14,1.63,-2.54
126111,63594,Vladimir Vladimirovich Kozlov,M,27.0,183.0,87.0,Belarus,BLR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-2.51,1.36,1.33
126261,63666,Denis Sgui Kragb,M,26.0,197.0,100.0,Cote d'Ivoire,CIV,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,0.04,15.67,21.96,1.43
126262,63666,Denis Sgui Kragb,M,26.0,197.0,100.0,Cote d'Ivoire,CIV,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,0.04,15.67,21.96,1.43
126263,63666,Denis Sgui Kragb,M,30.0,197.0,100.0,Cote d'Ivoire,CIV,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,0.05,15.42,21.92,5.48
126333,63705,Rachid Kram,M,25.0,180.0,63.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,0.18,-2.42,-16.18,0.18
126334,63706,Ahmed Krama,M,23.0,177.0,64.0,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,0.19,-7.4,-18.43,-2.59
126402,63740,Matija Kranjc,M,24.0,183.0,91.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-2.14,5.63,-1.54
126403,63740,Matija Kranjc,M,28.0,183.0,91.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-2.51,5.36,2.33
126470,63774,"Yevgeny ""Danny"" Krasnov",M,22.0,184.0,83.0,Israel,ISR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,0.0,0.41,2.69,-3.05
126471,63774,"Yevgeny ""Danny"" Krasnov",M,26.0,184.0,83.0,Israel,ISR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-0.4,0.57,0.41
126472,63774,"Yevgeny ""Danny"" Krasnov",M,30.0,184.0,83.0,Israel,ISR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-0.79,-1.27,4.23
126480,63779,Jnis Krasovskis,M,24.0,178.0,74.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,0,0,0.22,-3.24,-4.02,-0.04
126498,63790,Plamen Petrov Krastev,M,21.0,187.0,76.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,4.47,-2.56,-3.27
